2,2,0.341463414634,0.868217054264,0.551351351351,n
7,7,1.0,1.09482758621,0.568245125348,n
7,7,1.0,1.09482758621,0.568245125348,n
1,1,1.0,1.00806451613,0.654155495979,n
1,1,1.0,1.04201680672,0.629834254144,n
1,1,0.705882352941,1.06140350877,0.561604584527,n
4,4,0.68085106383,0.984615384615,0.577319587629,n
29,29,0.444444444444,1.2905982906,0.498701298701,n
29,29,0.444444444444,1.2905982906,0.498701298701,n
1,1,0.697674418605,0.265968531833,0.519205218022,y
1,1,0.697674418605,0.265968531833,0.519205218022,y
10,10,0.666666666667,1.43157894737,0.490797546012,n
10,10,0.666666666667,1.43157894737,0.490797546012,n
1,1,0.424242424242,0.746268656716,0.586956521739,n
2,2,0.388888888889,0.733333333333,0.60162601626,n
2,2,0.816326530612,0.948148148148,0.628140703518,n
1,1,0.666666666667,1.15447154472,0.592783505155,n
5,5,0.645161290323,0.759398496241,0.637602179837,n
5,5,0.411764705882,0.804511278195,0.621983914209,n
5,5,0.553191489362,0.992481203008,0.582914572864,n
5,5,0.590909090909,0.977443609023,0.60101010101,n
5,5,0.439024390244,0.954887218045,0.605597964377,n
6,6,0.424242424242,0.746268656716,0.597826086957,n
1,1,0.695652173913,0.0218906860011,0.624094890008,y
1,1,0.20253164557,0.185038254463,0.674465049929,y
1,1,0.333333333333,0.0272039773125,0.518471183572,yy
1,1,0.258064516129,0.0186972868611,0.536091815162,y
1,1,0.41975308642,0.0179627759342,0.548028456011,y
1,1,0.56,0.0139067430174,0.596645969941,y
1,1,0.203045685279,0.0365171116616,0.640295548748,n
1,1,0.356164383562,0.0420386904762,0.495172162507,y
1,1,0.218181818182,0.0693523712392,0.447264662395,n
2,2,0.314720812183,0.253522448767,0.498957966332,y
2,2,0.314720812183,0.0144965323043,0.591002277904,y
2,2,0.314720812183,0.253522448767,0.498957966332,y
2,2,0.314720812183,0.0144965323043,0.591002277904,y
2,2,0.314720812183,0.253522448767,0.498957966332,y
2,2,0.314720812183,0.0144965323043,0.591002277904,y
2,2,0.314720812183,0.253522448767,0.498957966332,y
2,2,0.314720812183,0.0144965323043,0.591002277904,y
4,4,0.1875,0.0174203382449,0.652802763186,y
1,1,0.279069767442,0.344129403414,0.412717131474,y
